Issue_Key,Issue_Type,Reporter,Summary,Category,Problem_Category,Impact,Urgency,Priority,Close_Code,Status,Assigned_To,Parent_Incident,Description_(Workaround),Date_Created,Resolution_time_(in sec),Date_Resolved,Resolution
INC-0314861,[System] Incident,IA SRS Integration,MSSQL Error: IALPMSVSSQL52\TRAINING:ERRORLOG: 2020-07-26 00:00:23.02 spid55      DBCC CHECKDB (BT111) WITH no_infomsgs executed by IA\sqlexec found 6 errors an,Hardware,Database Corruption/Integrity Issue,Moderate / Limited,Low,Medium,Solved (Work Around),Closed,Anjenett Granada,No Parent Incident,Run DBCC CHECKDB. Identify errors.Repair database.Restore database backup if necessary. Schedule database repairs. Monitor Database health,2022-07-26 00:05,129742,2022-07-27 12:07,Done
INC-0314863,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 20.00 too high >=20 for 2 collection intervals for IALPMSVSCL17FI3\PRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check blocking process and ask permission to kill,2022-07-26 00:07,251,2022-07-26 00:11,Done
INC-0314894,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database ABTtoCBSTellerLogs for IALPMSVSSQL54\CARD2008. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart database,2022-07-26 02:08,52805,2022-07-26 16:48,Done
INC-0314895,[System] Incident,IA SRS Integration,ALERT-3233: Database AperioIA101_PROD_TRAIN has not been backed up for 822.00 hours >=72 hours for IALPMSVSSQL54\CARD2008. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2022-07-26 02:09,52808,2022-07-26 16:49,Done
INC-0314896,[System] Incident,IA SRS Integration,ALERT-3233: Database AperioIA101_PROD has not been backed up for 822.00 hours >=72 hours for IALPMSVSSQL54\CARD2008. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2022-07-26 02:09,52807,2022-07-26 16:49,Done
INC-0314897,[System] Incident,IA SRS Integration,ALERT-3233: Database CBSTellerImg_PROD has not been backed up for 822.00 hours >=72 hours for IALPMSVSSQL54\CARD2008. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2022-07-26 02:09,52772,2022-07-26 16:48,Done
INC-0314898,[System] Incident,IA SRS Integration,ALERT-3233: Database ABTtoCBSTellerLogs has not been backed up for 822.00 hours >=72 hours for IALPMSVSSQL54\CARD2008. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2022-07-26 02:09,52805,2022-07-26 16:49,Done
INC-0315106,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 20.00 too high >=20 for 2 collection intervals for IALPMSVSCL17FI3\PRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check blocking process and ask permission to kill,2022-07-27 04:15,341,2022-07-27 04:20,Done
INC-0315570,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'L:' EDDH Flat LOWER THAN THRESHOLD 10.0% (419404.00 MB),Hardware,Insufficient Disk Space,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2022-07-27 16:01,22769,2022-07-27 22:20,Done
INC-0315702,[System] Incident,IA SRS Integration,ALERT-3233: Database REGRPT_JUNE2020_730 has not been backed up for 876000.00 hours >=168 hours for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2022-07-28 00:33,45379,2022-07-28 13:09,Done
INC-0316245,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 20.00 too high >=20 for 2 collection intervals for IALPMSVSCL17FI3\PRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check blocking process and ask permission to kill,2022-07-29 04:15,247,2022-07-29 04:19,Done
INC-0316615,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 22.00 too high >=20 for 2 collection intervals for IALPMSVSCL17FI3\PRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check blocking process and ask permission to kill,2022-07-29 17:06,219,2022-07-29 17:09,Done
INC-0317053,[System] Incident,IA SRS Integration,"ALERT11-03: Unable to connect to one or more databases (UAT-SQL,) configured in file local.cfg located in ALERT directory.",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Restart monitoring tool,2022-07-30 13:59,408993,2022-08-04 07:35,Done
INC-0317237,[System] Incident,IA SRS Integration,"spid86      Error: 7886, Severity: 20, State: 2.    A read operation on a large object failed while sending data to the client. A common cause for this is if th",Hardware,Read Fail,Moderate / Limited,Low,Medium,Solved (Work Around),Closed,Arriane Esienrica,No Parent Incident,"Check database status and look for specific errors. If none, further monitor and restart database.",2022-07-30 20:55,45161,2022-07-31 09:27,Done
INC-0317286,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = amc_ddf_workflow_AperioIA101_TR_PROD, Job id = 1B8865A9-F271-43E9-9C94-AC11231BE9E1, run date = 20200731, runtime = 20000",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Arriane Esienrica,No Parent Incident,Rerun Job,2022-07-31 02:12,230227,2022-08-02 18:09,Done
INC-0317506,[System] Incident,IA SRS Integration,ALERT-3233: Database NROD_UAT has not been backed up for 584.00 hours >=168 hours for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2022-07-31 11:40,195617,2022-08-02 18:00,Done
INC-0317507,[System] Incident,IA SRS Integration,ALERT-3234: The transaction log for database NROD_UAT has not been backed up for 378.65 hours >=48 hours for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3234-ARM,Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run transaction log backup job or script,2022-07-31 11:40,195649,2022-08-02 18:00,Done
INC-0317622,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Adhoc_EDDH_and_CAV_Backup, Job id = 3E00163B-31A3-42A2-9389-58D57A38D715, run date = 20200731, runtime = 143000 for IALPMS",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2022-07-31 14:48,184490,2022-08-02 18:02,Done
INC-0317738,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-31 20:20,44060,2022-08-01 08:34,Done
INC-0317751,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-31 20:49,42351,2022-08-01 08:34,Done
INC-0317761,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-31 21:07,41226,2022-08-01 08:34,Done
INC-0317762,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-31 21:07,41188,2022-08-01 08:33,Done
INC-0317784,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-31 23:13,33704,2022-08-01 08:34,Done
INC-0317786,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-31 23:24,33022,2022-08-01 08:34,Done
INC-0317787,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-31 23:50,31435,2022-08-01 08:33,Done
INC-0317792,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-08-01 00:22,29522,2022-08-01 08:34,Done
INC-0317793,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-08-01 00:32,28954,2022-08-01 08:34,Done
INC-0317795,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-08-01 00:33,28864,2022-08-01 08:34,Done
INC-0317810,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-08-01 00:59,27296,2022-08-01 08:33,Done
INC-0317815,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-08-01 02:00,23681,2022-08-01 08:34,Done
INC-0317817,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-08-01 02:45,21003,2022-08-01 08:35,Done
INC-0317827,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-08-01 04:19,15359,2022-08-01 08:34,Done
INC-0317927,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-08-01 18:56,50130,2022-08-02 08:51,Done
INC-0317932,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-08-01 19:30,48096,2022-08-02 08:51,Done
INC-0317934,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-08-01 20:16,45322,2022-08-02 08:51,Done
INC-0317935,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-08-01 20:16,45320,2022-08-02 08:51,Done
INC-0317947,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-08-01 21:33,40740,2022-08-02 08:52,Done
INC-0317960,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-08-01 23:02,35387,2022-08-02 08:51,Done
